AIRLINE,IATA_CODE,COUNTRY,ACTIVE
Sky Europe Airlines,,Slovakia,Y
Svenska Direktflyg,,Sweden,N
Sky Helicopteros,,Spain,N
Skytaxi,,Poland,N
Silvair,,United States,N
Servicios Aereos Ilsa,,Mexico,N
Sincom-Avia,,Ukraine,N
Safat Airlines,,Iran,N
Saha Airlines Services,,Iran,N
Sunline Express,,Kenya,N
Secure Air Charter,,United States,N
Sark International Airways,,United Kingdom,N
Spanair,JK,Spain,Y
Salem,,Kazakhstan,N
Servicios Aereos Copters,,Chile,N
Servicios Aereos Expecializados En Transportes Petroleros,,Colombia,N
Skybridge Airops,,Italy,N
Sky Aeronautical Services,,Mexico,N
Servicios Aereos Ejecutivos De La Laguna,,Mexico,N
Servico Leo Lopex,,Mexico,N
Servicios Aereos Estrella,,Mexico,N
South African Air Force,,South Africa,N
Sky Limo Corporation,,United States,N
SANSA,,Costa Rica,N
Spectrum Aviation Incorporated,,United Kingdom,N
SOS Helikoptern Gotland,,Sweden,N
Sundt Air,,Norway,N
Servicios Aereos Milenio,,Mexico,N
SAAD (A320) Limited,,Cayman Islands,N
Servicios Aereos Moritani,,Mexico,N
San Juan Airlines,2G,United States,N
Servico Aereo Regional,,Mozambique,N
Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,,Costa Rica,N
Servicios Aereos MTT,,Mexico,N
Sabre Pacific,1Z,Australia,N
Sabre,1S,United States,N
Sierra Nevada Airlines,1I,United States,N
Siren-Travel,1H,Russia,N
Sirena,1Q,Russia,N
Sky Trek International Airlines,1I,,N
Southern Cross Distribution,1K,Australia,N
Sutra,1K,United States,N
SNCF,2C,France,N
Star Equatorial Airlines,2S,Guinea,N
Seulawah Nad Air,,Indonesia,N
Servicios Aereos del Nazas SA de CV,,Mexico,N
Simpson Air Ltd,,Canada,N
Spirit Airlines,NK,United States,Y
Servicios Aereos Latinoamericanos,,Mexico,N
Servicios Aereos Monarrez,,Mexico,N
Societe De Transport Aerien De Mauritanie,,Mauritania,N
SATENA,9R,Colombia,Y
Servicios Aereos Del Norte,,Mexico,N
Servicios Intergrales De Aviacion,,Mexico,N
Slok Air Gambia,S0,Gambia,N
Soko Aviation,,Spain,N
Solar Cargo,,Venezuela,N
Soloflight,,United Kingdom,N
Sonnig SA,,Switzerland,N
Sosoliso Airlines,SO,Nigeria,N
Servicios Aereos Noticiosos,,Mexico,N
South Airlines,,Ukraine,N
Skywest Airlines,,Australia,Y
Sokol,,Russia,N
South Carolina Aeronautics Commission,,United States,N
Servicios Aereos Premier,,Mexico,N
Survey Udara (Penas),,Indonesia,N
Servicios Aereos Poblanos,,Mexico,N
Servicios Aereos Profesionales,,Dominican Republic,N
Southeastern Airways,,United States,N
Spurwing Airlines,,South Africa,N
Sky Trek International Airlines,1I,United States,N
Shandong Airlines Rainbow Jet,,China,N
SA Airlink Regional,,South Africa,N
Servicio Aereo Regional Regair,,Ecuador,N
Scoala Superioara De Aviatie Civila,,Romania,N
Servicios Aereos Regiomontanos,,Mexico,N
S-Air,,Russia,N
Servicios De Rampa Y Mostrador,,Mexico,N
SNAS Aviation,,Saudi Arabia,N
Skybus Airlines,SX,United States,N
Skymaster Air Lines,,United States,N
Sky Harbor Air Service,,United States,N
Sky Tours,,United States,N
Sakaviaservice,,Georgia,N
Skycraft,,United States,N
Skycraft Air Transport,,Canada,N
Skyking,,United Kingdom,N
SkyKing Turks and Caicos Airways,RU,Turks and Caicos Islands,N
Skylink Aviation,,Canada,N
Skycharter (Malton),,Canada,N
Skyline Aviation Services,,United States,N
Scottish Airways Flyers,,United Kingdom,N
Skyscapes Air Charters,,South Africa,N
Sky Service,,Belgium,N
Santa Barbara Airlines,S3,Venezuela,Y
Skystar Airways,,Thailand,N
Sky Airline,H2,Chile,Y
SkyWest,OO,United States,Y
Skyways Express,JZ,Sweden,Y
Skymark Airlines,BC,Japan,Y
Skyway Enterprises,,United States,N
Sierra National Airlines,LJ,Sierra Leone,N
Slok Air,,Nigeria,N
Silver Air,,Czech Republic,N
Streamline,,South Africa,N
Starfly,,Italy,N
Saskatchewan Government,,Canada,N
Silverhawk Aviation,,United States,N
Servicios Aereos de Los Angeles,,Mexico,N
SilkAir,MI,Singapore,Y
Slovak Airlines,6Q,Slovakia,N
Surinam Airways,PY,Suriname,Y
Sloane Aviation,,United Kingdom,N
Salpa Aviation,,Sudan,N
Servicios Aereos Slainte,,Mexico,N
Stella Aviation,,Mauritania,N
Salama Airlines Nigeria,,Nigeria,N
Sete Linhas Aereas,,Brazil,N
Sky Line for Air Services,,Sudan,N
Super Luza,,Angola,N
SMA Airlines,,Nigeria,N
Sabang Merauke Raya Air Charter,,Indonesia,N
Servicios Aereos La Marquesa,,Mexico,N
Servant Air,8D,United States,N
Semos,,Kazakhstan,N
Smalandsflyg,,Sweden,N
Smithair,,United States,N
Semeyavia,,Kazakhstan,N
Smith Air (1976),,Canada,N
Summit Airlines,,United States,N
Samar Air,,Tajikistan,N
Somon Air,,Tajikistan,N
Skyline,,Nigeria,N
Servicios Aerecs Del Sol,,AEROSOL,N
Senator Aviation Charter,,Germany,N
Sterling Airlines,NB,Denmark,Y
Servicios Aereos De Nicaragua (SANSA),,Nicaragua,N
Shans Air,,Russia,N
Senair Services,,Senegal,N
Savanah Airlines,,Nigeria,N
Skynet Asia Airways,6J,Japan,Y
Southeast Airlines (Sun Jet International),,United States,N
Soonair Lines,,United States,N
Servizi Aerei,,Italy,N
Sun Pacific International,,United States,N
Sun Quest Executive Air Charter,,United States,N
Societe Centrafricaine De Transport Aerien,,Central African Republic,N
Suncoast Aviation,,United States,N
Snunit Aviation,,Israel,N
Sudanese States Aviation,,Sudan,N
Sun West Airlines,,United States,N
Sun Air Aviation Services,,Canada,N
Stabo Freight,,Zambia,N
Southern Cargo Air Lines,,Russia,N
Southern Ohio Aviation Sales,,United States,N
Southern Aviation,,Zambia,N
Solomon Airlines,IE,Solomon Islands,Y
Somali Airlines,,Somali Republic,N
Sunshine Air Tours,,United States,N
Southern Air,,United States,N
Solinair,,Slovenia,N
Sonair Servico Aereo,,Angola,N
Southeast Correct Craft,,United States,N
Southern Airways,,United States,Y
Saratov Aviation Division,6W,Russia,Y
Sowind Air,,Canada,N
Solid Air,,Netherland,N
Sat Airlines,HZ,Kazakhstan,Y
Sierra Pacific Airlines,,United States,N
Springbok Classic Air,,South Africa,N
Skyworld Airlines,,United States,N
Sprague Electric Company,,United States,N
Space World Airline,,Nigeria,N
Springdale Air Service,,United States,N
Sapphire Executive Air,,South Africa,N
South Pacific Island Airways,,United States,Y
Servicios Corporativos Aereos De La Laguna,,Mexico,N
Skorpion Air,,Bulgaria,N
Sapphire Aviation,,United States,N
Servicios Aereos Palenque,,Mexico,N
Servicios Aereos Tribasa,,Mexico,N
Shuttle America,S5,United States,Y
SAAB Nyge Aero,,Sweden,N
Spark Air,,Thailand,N
S C Ion Tiriac,,Romania,N
Starlite Aviation,,South Africa,N
Servicios Aereos Corporativos,,Mauritania,N
Societe Tout Tranport Mauritanien,,Mauritania,N
Servicios Aereos Tamazula,,Mexico,N
Shar Ink,,Russia,N
Second Sverdlovsk Air Enterprise,,Russia,N
Servicios Aereos Universitarios,,Mexico,N
Skif-Air,,Ukraine,N
Smarkand Aero Servise,,Uzbekistan,N
Samarkand Airways,,Uzbekistan,N
Servicios Aereos Avandaro,,Mexico,N
Stichting Vliegschool 16Hoven,,Netherlands,N
Silverback Cargo Freighters,,Rwanda,N
Sirvair,,Mexico,N
Scat Air,DV,Kazakhstan,Y
Sunset Aviation,,United States,N
Sport Air Travel,,United States,N
Swift Copters,,Switzerland,N
Skyrover CC,,South Africa,N
Safarilink Aviation,,Kenya,N
SENEAM,,Mexico,N
Southport Air Service,,United States,N
Spectrum Air Service,,United States,N
Stephenville Aviation Services,,Canada,N
Servicios Aereos Textra,,Mexico,N
Sector Airlines,,Canada,N
Skyplan Services,,Canada,N
Stewart Aviation Services,,United States,N
Sirin,R1,,N
Star Air,S6,Denmark,N
Servicios Aereos Integrales / Flyant,,Spain,N
State Flight Academy of Ukraine,,Ukraine,N
Trans Jet Airways,,Sweden,N
Turbot Air Cargo,,Senegal,N
Tranporte Aereo Dominicano,,Dominican Republic,N
TAME,EQ,Ecuador,Y
Trans International Express Aviation,,United States,N
TAG Aviation USA,,United States,N
Talair,,Papua New Guinea,N
TAM Brazilian Airlines,JJ,Brazil,Y
Transaustralian Air Express,,Australia,N
TAP Portugal,TP,Portugal,Y
Tunisair,TU,Tunisia,Y
Transportes Aereos Tauro,,Mexico,N
Travelair,,Germany,N
TNT Airways,3V,Belgium,N
Transbrasil,,Brazil,N
Turbine Air Cargo UK,,United Kingdom,N
Thunderbird Tours,,Canada,N
Tropical Airways,M7,Haiti,N
Trinity Air Bahamas,,Bahamas,N
TAB Express International,,United States,N
Taban Air Lines,,Iran,N
Teebah Airlines,,Sierra Leone,N
Tubelair,,Tunisia,N
Tobago Express,,Trinidad and Tobago,N
Tropican Air Services,,Egypt,N
Transporte del Caribe,,Colombia,N
Trans Continental Airlines,,Sudan,N
Tchad Airlines,,Chad,N
Trans-Colorado Airlines,,United States,N
Thai Air Cargo,T2,Thailand,Y
Transcontinental Air,,Bahrain,N
Teledyne Continental Motors,,United States,N
Trans Continental Airlines,,United States,N
Transcorp Airways,,United Kingdom,N
Transcontinental Sur,,Uruguay,N
Transglobal Airways Corporation,,Philippines,N
Thomas Cook Airlines,FQ,Belgium,Y
Thomas Cook Airlines,MT,United Kingdom,Y
Twin Cities Air Service,,United States,N
Tadair,,Spain,N
Tellavia / Flight One,,United States,N
Transportes Aereos de Ixtlan,,Mexico,N
Tandem Aero,TQ,Moldova,N
TRADO,,Dominican Republic,N
Trade Air,,Croatia,N
Taxi Aero Nacional Del Evora,,Mexico,N
Tradewinds Airlines,,United States,N
Tenir Airlines,,Kyrgyzstan,N
Teamline Air,L9,Austria,N
Tecnicas Fotograficas,,Spain,N
Tempelhof Airways,,United States,N
Telford Aviation,,United States,N
Tech-Mont Helicopter Company,,Slovakia,N
Tennessee Airways,,United States,N
Territorial Airlines,,United States,N
TAES Transportes Aereos de El Salvador,,El Salvador,N
Transeuropean Airlines,UE,Russia,N
Tepavia-Trans Airlines,,Moldova,N
Trans-Florida Airlines,,United States,N
Tair Airways,,Philippines,N
Talon Air,,United States,N
Trabajos Aereos Murcianos,,Spain,N
Thai Flying Helicopter Service,,Thailand,N
Transport Facilitators,,United States,N
Transafrik International,,Sao Tome and Principe,N
Transportes Aereos del Pacifico,,Mexico,N
Thai Flying Service,,Thailand,N
Transportes Aereos San Rafael,,Chile,N
Tayside Aviation,,United Kingdom,N
TG Aviation,,United Kingdom,N
Trabajos Aereos,,Spain,N
Transportes Aereos Regionales,,Mexico,N
TAG Aviation Espana,,Spain,N
Trigana Air Service,,Indonesia,Y
Titan Airways,ZT,United Kingdom,N
Transport Canada,,Canada,N
Tiger Airways,TR,Singapore,Y
Tiger Airways Australia,TT,Australia,Y
Transair Gabon],,Gabon,N
Trans Guyana Airways,,Guyana,N
Thai Airways International,TG,Thailand,Y
Tar Heel Aviation,,United States,N
Toumai Air Tchad,,Chad,N
Touraine Helicoptere,,France,N
Thai Global Airline,,Thailand,N
Thai Jet Intergroup,,Thailand,N
Turk Hava Kurumu Hava Taksi Isletmesi,,Turkey,Y
Thai AirAsia,FD,Thailand,Y
TACA De Honduras,,Honduras,N
Tehran Airline,,Iran,N
Thunder Airlines,,Canada,N
Turkish Airlines,TK,Turkey,Y
Trans Helicoptere Service,,France,N
Trans International Airlines,,United States,N
Travel International Air Charters,,Zambia,N
Time Air,,Czech Republic,N
Tic Air,,Australia,N
Tajikistan International Airlines,,Tajikistan,Y
TEAM Transportes Aereos,,Brazil,N
Taino Tours,,Dominican Republic,N
Tesis,,Russia,N
Transcarga Intl Airways,,Venezuela,N
Tajikair,,Tajikistan,N
Tien-Shan,,Kazakhstan,N
Tyrolean Jet Service,,Austria,N
Twin Jet,T7,France,Y
Tikal Jets Airlines,,Guatemala,N
Take Air Line,,France,N
Tropical International Airways,,Saint Kitts and Nevis,N
Thai Sky Airlines,9I,Thailand,N
Translift Airways,,Ireland,Y
Transport Africa,,Sierra Leone,N
Trans Atlantic Airlines,,Sierra Leone,N
Eagle Canyon Airlines,,United States,N
Tulip Air,TD,Netherland,N
Tunisavia,,Tunisia,N
TLC Air,,United States,N
Turtle Airways,,Fiji,N
Travelair,,Uruguay,N
Telesis Transair,,United States,N
Top-Fly,,Spain,N
Trans Mediterranean Airlines,TL,Lebanon,Y
Transmed Airlines,,Egypt,N
Tri-MG Intra Asia Airlines,GY,Indonesia,N
Taxis Turisticos Marakame,,Mexico,N
Tamir Airways,,Israel,N
Tomahawk Airways,,United States,N
TAM,,Madagascar,N
TMC Airlines,,United States,N
TRAM,,Mauritania,N
Timberline Air,,Canada,N
Temsco Helicopters,,United States,N
Trans Midwest Airlines,,United States,N
Tramon Air,,South Africa,N
Transportes Aereos del Mundo Maya,,Mexico,N
Tranporte Amazonair,,Venezuela,N
Trans Air-Benin,,Benin,N
Taxis Aereos del Noroeste,,Mexico,N
Transafricaine,,Burkina Faso,N
Tennessee Air National Guard 164th Airlift Group,,United States,N
Transair International Linhas Aereas,,United States,N
Tengeriyn Ulaach Shine,,Mongolia,N
Tiara Air,3P,Aruba,Y
Transped Aviation,,Austria,N
Tanana Air Services,,United States,N
Trans North Turbo Air,,Canada,N
Transnorthern,,United States,N
Trans Nation Airways,,Ethiopia,N
Trener Ltd,,Hungary,N
Twin Town Leasing Company,,United States,N
Tobruk Air,7T,Libya,N
TOJ Airlines,,Tajikistan,N
Tol-Air Services,TI,United States,N
Thomsonfly,BY,United Kingdom,Y
Top Air,,Turkey,N
Toronto Airways,,Canada,N
Tropic Air,PM,Belize,Y
Totavia,,Canada,N
Tower Air,FF,United States,N
Toyota Canada,,Canada,N
TAMPA,QT,Colombia,Y
Top Speed,,Austria,N
Taxis Aereos del Pacifico,,Mexico,N
Transportes Aereos Pegaso,,Mexico,N
TAR Interpilot,,Mauritania,N
Transpais Aereo,,Mexico,N
Transportacion Aerea del Norte,,Mexico,N
Transpac Express,,Australia,N
Taxis Aereos De Parral,,Mexico,N
TAPSA Transportes Aereos Petroleros,,Argentina,N
Transportes Aereo del Sureste,,Mexico,N
Trans American Airlines (Trans Am),,Peru,N
Thai Pacific Airlines Business,,Thailand,N
Transportes Aereos De Xalapa,,Mexico,N
Trans-Provincial Airlines,,Canada,N
Transportes La Paz,,Mexico,N
Taquan Air Services,,United States,N
Transportacion Aerea De Queretaro,,Mexico,N
TransAsia Airways,GE,Taiwan,Y
Transavia Holland,HV,Netherlands,Y
Trans Air Charter,,United States,N
TACV,VR,Portugal,Y
Trans Island Air,,Barbados,N
Taxi Air Fret,,France,N
TRAGSA (Medios Aereos),,Spain,N
Trans Euro Air,,United Kingdom,N
Transport Aerien de Mauritanie,,Mauritania,N
Tropic Airlines-Air Molokai,,United States,N
Turdus Airways,,Netherland,N
Tramson Limited,,Sudan,N
Trans Arabian Air Transport,,Sudan,N
Triangle Airline (Uganda),,Uganda,N
Transwestern Airlines of Utah,,United States,N
Tristar Airlines,,United States,N
TransMeridian Airlines,T9,United States,N
Transair France,,France,N
TAF-Linhas Aereas,,Brazil,N
Transmile Air Services,TH,Malaysia,N
Trans-Air-Congo,,Republic of the Congo,N
Transport'air,,France,N
Trast Aero,S5,Kyrgyzstan,N
Trast Aero,,Kyrgyzstan,N
Thai Aviation Services,,Thailand,N
Taftan Airlines,,Iran,N
Transwest Air,9T,Canada,Y
Trans Sayegh Airport Services,,Lebanon,N
Trans-Air Services,,Nigeria,N
Transaero Airlines,UN,Russia,Y
Transportes Aereos Inter,,Guatemala,N
Trans Service Airlift,,Democratic Republic of Congo,N
Tri-State Aero,,United States,N
TRAST,,Kazakhstan,N
Tropair Airservices,,United Kingdom,N
Transwings,,Switzerland,N
Thai Star Airlines,T9,Thailand,N
Tristar Air,,Egypt,N
TTA - Sociedade de Transporte e Trabalho Aereo,,Mozambique,N
Transteco,,Angola,N
Tarhan Tower Airlines,,Turkey,N
Total Linhas Aereas,,Brazil,N
Triple O Aviation,,Nigeria,N
Transportaciones Y Servicios Aereos,,Mexico,N
Transporte Aereo Tecnico Ejecutivo,,Mexico,N
Turkmenistan Airlines,T5,Turkmenistan,Y
Turismo Aereo de Chile,,Chile,N
Tuninter,UG,Tunisia,Y
Tulpar Air,,Russia,N
Tyumenspecavia,,Russia,N
Taxi Aereo Turistico,,Mexico,N
Tulpar Air Service,,Kazakhstan,N
Tuna Aero,,Sweden,N
Trans America Airlines,,United States,N
Trabajos Aereos Vascongados,,Spain,N
Tiramavia,,Moldova,N
Travel Service,,Hungary,N
Transavio,,Italy,N
Tavrey Airlines,T6,Ukraine,N
Travel Service,QS,Czech Republic,Y
Trans World Airlines,TW,United States,N
Transwede Airways,,Sweden,N
Twinjet Aircraft Sales,,United Kingdom,N
Tradewinds Aviation,,Canada,N
Transairways,,Mozambique,N
Twente Airlines,,Netherlands,N
Trans Air Welwitchia,,Angola,N
Texair Charter,,United States,N
Transaviaexport,AL,Belarus,N
Transilvania Express,,Romania,N
Taxi Aereo Cozatl,,Mexico,N
Taxi Aereo de Mexico,,Mexico,N
Texas National Airlines,,United States,N
Taxis Aereos de Sinaloa,,Mexico,N
Taxirey,,Mexico,N
Texas Airlines,,United States,N
Texas Air Charters,,United States,N
Tex Star Air Freight,,United States,N
Tayflite,,United Kingdom,N
Trygg-Flyg,,Sweden,N
Tyrol Air Ambulance,,Austria,N
Transporte Aereo Ernesto Saenz,,Mexico,N
Tajikstan,,Tajikistan,N
Thyssen Krupp AG,,Germany,N
TUIfly Nordic,6B,Sweden,Y
Transportes Aereos Bolivianos,,Bolivia,N
Tiphook PLC,,United Kingdom,N
Top Flight Air Service,,United States,N
Trans America,,United States,N
Triple Alpha,,Germany,N
Tashkent Aircraft Production Corporation,,Uzbekistan,N
Texas Airways,,United States,N
Transportes Aereos Don Carlos,,Chile,N
Telnic Limited,,United Kingdom,N
Triton Airlines,,Canada,N
TAAG Angola Airlines,DT,Angola,Y
Tassili Airlines,SF,Algeria,N
Transporte Ejecutivo Aereo,,Mexico,N
Transportes Aereos Nacionales De Selva Tans,,Peru,N
TAG Farnborough Airport,,United Kingdom,N
Transaviaservice,,Georgia,N
TAG Aviation,,Switzerland,N
The 955 Preservation Group,,United Kingdom,N
Trans-Air-Link,,United States,N
Tradewind Aviation,,United States,N
Trail Lake Flying Service,,United States,N
TAF Helicopters,,Spain,N
Tango Bravo,,France,N
Turkish Air Force,,Turkey,Y
Thryluthjonustan,,Iceland,N
TA-Air Airline,,Iran,N
Tara Air Line,,Iran,N
Trading Air Cargo,,Mauritania,N
Trans-Kiev,,Ukraine,N
Tal Air Charters,,Canada,N
Transcontinental Airlines,,Kazakhstan,N
Transaviabaltika,,Lithuania,N
Transair-Gyraintiee,,Russia,N
TAM Mercosur,PZ,Paraguay,Y
The Lancair Company,,United States,N
The Army Aviation Heritage Foundation,,United States,N
Top Sky International,,Indonesia,N
Trans States Airlines,AX,United States,Y
Trans Atlantis,,Canada,N
Transportacion Aerea Del Mar De Cortes,,Mexico,N
Transporte Aero MGM,,Mexico,N
Tigerfly,,United Kingdom,N
Transportes Aereos Amparo,,Mexico,N
Trans Air,,United States,N
Transportes Aereos Mexiquenses,,Mexico,N
Travelsky Technology,1E,China,N
Thalys,2H,Belgium,N
TNT International Aviation,,United Kingdom,N
Open Skies Consultative Commission,1L,United States,N
Trans-Pacific Orient Airways,,Philippines,N
Tauranga Aer Club,,New Zealand,N
TSSKB-Progress,,Russia,N
Trans World Express,,United States,N
Trans Reco,,Mauritania,N
Tas Aviation,,United States,N
Tarom,RO,Romania,Y
Transportes Aereos I.R. Crusoe,,Chile,N
Transportes Aereos Sierra,,Mexico,N
Tbilisi Aviation University,,Georgia,N
Trans Am Compania,,Ecuador,N
Trans Sahara Air,,Nigeria,N
Transportes Aereos Sierra Madre,,Mexico,N
Trans Asian Airlines,,Kazakhstan,N
Turan Air,3T,Azerbaijan,Y
TRIP Linhas A,8R,Brazil,Y
Tusheti,,Georgia,N
TAPC Aviatrans Aircompany,,Uzbekistan,N
Trans-Ulgii,,Mongolia,N
Transarabian Transportation Services,,Uganda,N
Transaven,,Venezuela,N
Tag Aviation UK,,United Kingdom,N
Tbilaviamsheni,,Georgia,N
Taxi de Veracruz,,Mexico,N
Travel Express Aviation Services,,Indonesia,N
Taxi Aero Del Norte,,Mexico,N
Transports et Travaux A,OF,,N
USAF Air Mobility Operations Control Center,,United States,N
U.S. Department of the Interior,,United States,N
United Kingdom Civil Aviation Authority,,United Kingdom,N
Union des Transports Africains de Guinee,,Guinea,N
US Army Parachute Team,,United States,N
USA3000 Airlines,U5,United States,Y
United Arabian Airlines,,Sudan,N
United Airlines,UA,United States,Y
United Air Charters,,Zimbabwe,Y
United Carriers Systems,,United States,N
United Eagle Airlines,,China,N
United Feeder Service,U2,United States,N
United Kingdom Civil Aviation Authority,,United Kingdom,N
United Kingdom Royal VIP Flights,,United Kingdom,N
United Kingdom Royal VIP Flight,,United Kingdom,N
United Kingdom Civil Aviation Authority,,United Kingdom,N
United Kingdom Royal VIP Flights,,United Kingdom,N
United States Coast Guard Auxiliary,,United States,N
United States Department Of Agriculture,,United States,N
University Air Squadron,,United Kingdom,N
University Air Squadron,,United Kingdom,N
University Air Squadron,,United Kingdom,N
University Air Squadron,,United Kingdom,N
Universal Avia,,Ukraine,N
UK HEMS,,United Kingdom,N
USA Jet Airlines,U7,United States,N
Unijet,,France,N
US Marshals Service,,United States,N
University of North Dakota,,United States,N
Universal Airlines,,United States,N
Uganda Royal Airways,,Uganda,N
United Aviation Services,,Spain,N
Ural Airlines,U6,Russia,Y
Ukraine Transavia,,Ukraine,N
United Arab Emirates Air Force,,United Arab Emirates,N
Union Africaine des Transports,,Ivory Coast,N
Uganda Air Cargo,,Uganda,N
US Airports Air Charter,,United States,N
Ucoaviacion,,Spain,N
Ues-Avia Aircompany,,Ukraine,N
UFS,,United States,N
Uganda Airlines,,Uganda,N
Urgemer Canarias,,Spain,N
Ukrainian Helicopters,,Ukraine,N
Ulyanovsk Higher Civil Aviation School,,Russia,N
Universal Jet Rental de Mexico,,Mexico,N
Universal Jet Aviation,,United States,N
UK International Airlines,,United Kingdom,N
Ukraine Air Alliance,,Ukraine,N
UM Airlines,UF,Ukraine,Y
Ukraine Air Enterprise,,Ukraine,N
United Kingdom Home Office,,United Kingdom,N
Ukrainian Cargo Airways,6Z,Ukraine,N
Ultrair,,United States,N
Unitemp-M,,Russia,N
Uni-Fly,,Denmark,N
Union Flights,,United States,N
Universal Jet,,Spain,N
Unsped Paket Servisi,,Turkey,N
Unifly Servizi Aerei,,Italy,N
Ukrainian Pilot School,,Ukraine,N
United Parcel Service,5X,United States,N
Uraiavia,,Russia,N
US Airways,US,United States,Y
US Check Airlines,,United States,N
USAfrica Airways,,United States,N
US Helicopter,,United States,Y
US Jet,,United States,N
US Express,,United States,N
UTair Aviation,UT,Russia,Y
UTAGE,,Equatorial Guinea,N
Utair South Africa,,South Africa,N
Ukrainian State Air Traffic Service Enterprise,,Ukraine,N
Urartu-Air,,Armenia,N
Universal Airways,,United States,N
Universal Airlines,,Guyana,N
Uvavemex,,Mexico,N
United States Air Force,,United States,Y
United Aviation,,Kuwait,N
Uzbekistan Airways,HY,Uzbekistan,Y
Ukraine International Airlines,PS,Ukraine,Y
Universal Airlines,,United States,N
US Helicopter Corporation,UH,United States,Y
V Australia Airlines,VA,Australia,N
V Bird Airlines Netherlands,,Netherlands,N
V-avia Airline,,Ukraine,N
V-Berd-Avia,,Armenia,N
Vacationair,,Canada,N
Valair AG (Helicoptere),,Switzerland,N
Valan International Cargo Charter,,South Africa,N
Valan Limited,,Moldova,N
Valfell-Verkflug,,Iceland,N
Valuair,VF,Singapore,Y
Van Air Europe,,Czech Republic,N
Vanguardia en Aviacion en Colima,,Mexico,N
Vanguard Airlines,,United States,N
Vasco Air,,Vietnam,Y
Vega,,Kazakhstan,N
Vega Air Company,,Ukraine,N
Veles,,VELES,N
Verataxis,,Mexico,N
Veritair Ltd,,United Kingdom,N
Voyageur Airways,VC,Canada,N
Vernicos Aviation,,Greece,N
Vietnam Airlines,VN,Vietnam,Y
Vozdushnaya Academy,,Kazakhstan,N
VIM Airlines,NN,Russia,Y
VIM-Aviaservice,,Russia,N
VIA Rail Canada,2R,Canada,N
Victoria Aviation,,United Kingdom,N
Viscount Air Service,,United States,N
Vision Airlines,,Nigeria,N
VIP Air Charter,,United States,N
VIP Avia,,Kazakhstan,N
VIP Avia,,Latvia,N
Visionair,,Ireland,N
Viasa,VA,Venezuela,N
VICA - Viacao Charter Aereos,,Brazil,N
Volare Air Charter Company,,United States,N
Volaris,Y4,Mexico,Y
Volga-Dnepr Airlines,VI,Russia,Y
Vega Airlines,,Bulgaria,N
Venescar Internacional,,Venezuela,N
Victor Echo,,Spain,N
Virgin Express Ireland,,Ireland,N
Virgin America,VX,United States,Y
Vieques Air Link,,United States,N
Virgin Express,TV,Belgium,Y
VZ Flights,,Mexico,N
Virgin Nigeria Airways,VK,Nigeria,Y
Vologda State Air Enterprise,,Russia,N
VH-Air Industrie,,Angola,N
VHM Schul-und-Charterflug,,Germany,N
Vibroair Flugservice,,Germany,N
VIP Servicios Aereos Ejecutivos,,Mexico,N
VIP Empresarial,,Mexico,N
VIF Luftahrt,,Austria,N
Vega Aviation,,Sudan,N
Vichi,,Moldova,N
Viking Airlines,,Sweden,N
Vinair - Helicoptereos,,Portugal,N
Virgin Atlantic Airways,VS,United Kingdom,Y
Viajes Ejecutivos Mexicanos,,Mexico,N
Vistajet,,Canada,N
Viva Macau,ZG,Macao,Y
Volare Airlines,VE,Italy,Y
Vueling Airlines,VY,Spain,Y
Vladivostok Air,XF,Russia,Y
Varig Log,LC,Brazil,Y
Vertical-T Air Company,,Russia,N
Vero Monmouth Airlines,,United States,N
Vipport Joint Stock Company,,Russia,N
Viaggio Air,VM,Bulgaria,N
Voyager Airlines,,Bangladesh,N
Virgin Australia,VA,Australia,Y
Virgin Blue,DJ,Australia,N
VIP Air,,Slovakia,N
Veteran Air,,Ukraine,N
VIP-Avia,,Georgia,N
Vertair,,United Kingdom,N
Volare Airlines,,Ukraine,N
Voar Lda,,Angola,N
VRG Linhas Aereas,RG,Brazil,Y
Vickers Limited,,United Kingdom,N
Visig Operaciones Aereas,,Spain,N
Vision Airways Corporation,,Canada,N
Voronezh Aircraft Manufacturing Society,,Russia,N
VASP,VP,Brazil,Y
Virign Islands Seaplane Shuttle,,United States,N
Vuelos Especializados Tollocan,,Mexico,N
Vuelos Corporativos de Tehuacan,,Mexico,N
Vostok Airlines,,Russia,N
Victor Tagle Larrain,,Chile,N
Vointeh,,Bulgaria,N
Vuelos Internos Privados VIP,,Ecuador,N
Vuela Bus,,Mexico,N
Vzlyet,,Russia,N
VLM Airlines,VG,Belgium,Y
Viking Express,,United States,N
Victoria International Airways,,Uganda,N
Volga Aviaexpress,,Russia,N
WDL Aviation,,Germany,N
WRA Inc,,United States,N
WSI Corporation,,United States,N
Walmart Aviation,,United States,N
Walsten Air Services,,Canada,N
Walter I Linkoping,,Sweden,N
Wapiti Aviation,,Canada,N
Warbelow's Air Ventures,,United States,N
Warwickshire Aerocentre Ltd.,,United Kingdom,N
Wasaya Airways,,Canada,N
Wayraper,7W,Peru,Y
Weasua Air Transport Company,,Liberia,N
WebJet Linhas A,WJ,Brazil,Y
Welch Aviation,,United States,N
Welcome Air,2W,Austria,Y
Wermlandsflyg AB,,Sweden,N
West Africa Airlines,,Ghana,N
West African Air Transport,,Senegal,N
West African Airlines,,Benin,N
